Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
Industry groups,Mining,SG01RSC04B01BB1,2021Q1,0.0070064,603.219
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2021Q1,0.0339824,1953.591
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2021Q1,0.0020821,164.650
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2021Q1,0.0069936,580.309
Industry groups,Printing,SG01RSC04B01CC4,2021Q1,0.0017030,131.291
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2021Q1,0.0146127,865.380
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2021Q1,0.0035887,299.868
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2021Q1,0.0102998,688.001
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2021Q1,0.0180862,1367.199
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2021Q1,0.0024848,193.158
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2021Q1,0.0257911,1759.809
Industry groups,Construction,SG01RSC04B01EE1,2021Q1,0.0727458,4819.617
Industry groups,Wholesale trade,SG01RSC04B01FF1,2021Q1,0.0484448,3434.404
Industry groups,Retail trade,SG01RSC04B01GH1,2021Q1,0.0463716,3524.388
Industry groups,Accommodation services,SG01RSC04B01GH2,2021Q1,0.0176773,1408.732
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2021Q1,0.0356460,2356.006
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2021Q1,0.0220899,2760.316
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2021Q1,0.0550602,3733.283
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2021Q1,0.0749189,4206.430
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2021Q1,0.0766638,4924.888
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2021Q1,0.0846936,5893.367
Industry groups,Administrative and support services,SG01RSC04B01MN2,2021Q1,0.0171319,1351.566
Industry groups,Local Government administration,SG01RSC04B01OO1,2021Q1,0.0047994,358.314
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2021Q1,0.0384043,2755.079
Industry groups,Education and training,SG01RSC04B01PP1,2021Q1,0.0440995,2481.710
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2021Q1,0.0648094,4169.467
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2021Q1,0.0119655,908.503
Industry groups,Other services,SG01RSC04B01RS2,2021Q1,0.0184829,1181.467
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2021Q1,0.0823905,5183.817
Industry groups,Agriculture,SG01RSC04B01AA1,2021Q2,0.0450973,2395.449
Industry groups,Forestry and logging,SG01RSC04B01AA2,2021Q2,0.0045082,399.799
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2021Q2,0.0081442,616.603
Industry groups,Mining,SG01RSC04B01BB1,2021Q2,0.0069304,593.104
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2021Q2,0.0287952,1974.515
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2021Q2,0.0020019,156.097
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2021Q2,0.0075696,568.346
Industry groups,Printing,SG01RSC04B01CC4,2021Q2,0.0017739,133.272
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2021Q2,0.0129684,929.414
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2021Q2,0.0037949,304.780
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2021Q2,0.0102494,703.521
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2021Q2,0.0171826,1331.848
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2021Q2,0.0025950,205.507
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2021Q2,0.0263029,1768.569
Industry groups,Construction,SG01RSC04B01EE1,2021Q2,0.0662214,4542.957
Industry groups,Wholesale trade,SG01RSC04B01FF1,2021Q2,0.0533561,3517.744
Industry groups,Retail trade,SG01RSC04B01GH1,2021Q2,0.0475284,3674.440
Industry groups,Accommodation services,SG01RSC04B01GH2,2021Q2,0.0186310,1605.320
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2021Q2,0.0374620,2502.125
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2021Q2,0.0216457,2823.648
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2021Q2,0.0554266,3728.460
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2021Q2,0.0723022,4268.942
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2021Q2,0.0746696,4974.432
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2021Q2,0.0891732,6108.077
Industry groups,Administrative and support services,SG01RSC04B01MN2,2021Q2,0.0186890,1433.294
Industry groups,Local Government administration,SG01RSC04B01OO1,2021Q2,0.0046700,359.351
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2021Q2,0.0377340,2747.706
Industry groups,Education and training,SG01RSC04B01PP1,2021Q2,0.0431686,2478.759
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2021Q2,0.0665548,4250.991
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2021Q2,0.0114998,944.764
Industry groups,Other services,SG01RSC04B01RS2,2021Q2,0.0189902,1263.795
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2021Q2,0.0843637,5085.741
Industry groups,Agriculture,SG01RSC04B01AA1,2021Q3,0.0450973,2258.009
Industry groups,Forestry and logging,SG01RSC04B01AA2,2021Q3,0.0045082,378.259
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2021Q3,0.0081442,601.593
Industry groups,Mining,SG01RSC04B01BB1,2021Q3,0.0069304,534.501
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2021Q3,0.0287952,1941.194
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2021Q3,0.0020019,142.871
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2021Q3,0.0075696,494.131
Industry groups,Printing,SG01RSC04B01CC4,2021Q3,0.0017739,123.003
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2021Q3,0.0129684,864.131
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2021Q3,0.0037949,233.009
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2021Q3,0.0102494,619.246
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2021Q3,0.0171826,1205.681
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2021Q3,0.0025950,178.071
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2021Q3,0.0263029,1770.893
Industry groups,Construction,SG01RSC04B01EE1,2021Q3,0.0662214,3900.286
Industry groups,Wholesale trade,SG01RSC04B01FF1,2021Q3,0.0533561,3450.810
Industry groups,Retail trade,SG01RSC04B01GH1,2021Q3,0.0475284,3327.675
Industry groups,Accommodation services,SG01RSC04B01GH2,2021Q3,0.0186310,1204.262
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2021Q3,0.0374620,2397.068
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2021Q3,0.0216457,2818.361
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2021Q3,0.0554266,3747.202
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2021Q3,0.0723022,4280.217
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2021Q3,0.0746696,5040.200
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2021Q3,0.0891732,6154.052
Industry groups,Administrative and support services,SG01RSC04B01MN2,2021Q3,0.0186890,1334.586
Industry groups,Local Government administration,SG01RSC04B01OO1,2021Q3,0.0046700,363.811
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2021Q3,0.0377340,2796.586
Industry groups,Education and training,SG01RSC04B01PP1,2021Q3,0.0431686,2344.872
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2021Q3,0.0665548,4202.252
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2021Q3,0.0114998,801.000
Industry groups,Other services,SG01RSC04B01RS2,2021Q3,0.0189902,1096.819
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2021Q3,0.0843637,4948.546
Industry groups,Agriculture,SG01RSC04B01AA1,2021Q4,0.0450973,2223.287
Industry groups,Forestry and logging,SG01RSC04B01AA2,2021Q4,0.0045082,372.729
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2021Q4,0.0081442,628.443
Industry groups,Mining,SG01RSC04B01BB1,2021Q4,0.0069304,579.936
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2021Q4,0.0287952,1897.081
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2021Q4,0.0020019,164.883
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2021Q4,0.0075696,574.990
Industry groups,Printing,SG01RSC04B01CC4,2021Q4,0.0017739,129.989
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2021Q4,0.0129684,873.404
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2021Q4,0.0037949,306.960
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2021Q4,0.0102494,713.648
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2021Q4,0.0171826,1354.007
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2021Q4,0.0025950,201.109
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2021Q4,0.0263029,1794.703
Industry groups,Construction,SG01RSC04B01EE1,2021Q4,0.0662214,4217.264
Industry groups,Wholesale trade,SG01RSC04B01FF1,2021Q4,0.0533561,3629.064
Industry groups,Retail trade,SG01RSC04B01GH1,2021Q4,0.0475284,3705.517
Industry groups,Accommodation services,SG01RSC04B01GH2,2021Q4,0.0186310,1217.201
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2021Q4,0.0374620,2462.196
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2021Q4,0.0216457,2895.225
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2021Q4,0.0554266,3739.943
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2021Q4,0.0723022,4312.408
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2021Q4,0.0746696,5083.614
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2021Q4,0.0891732,6545.967
Industry groups,Administrative and support services,SG01RSC04B01MN2,2021Q4,0.0186890,1383.495
Industry groups,Local Government administration,SG01RSC04B01OO1,2021Q4,0.0046700,366.475
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2021Q4,0.0377340,2816.719
Industry groups,Education and training,SG01RSC04B01PP1,2021Q4,0.0431686,2297.241
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2021Q4,0.0665548,4292.736
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2021Q4,0.0114998,792.941
Industry groups,Other services,SG01RSC04B01RS2,2021Q4,0.0189902,1232.223
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2021Q4,0.0843637,5099.268
Industry groups,Agriculture,SG01RSC04B01AA1,2022Q1,0.0450973,2243.966
Industry groups,Forestry and logging,SG01RSC04B01AA2,2022Q1,0.0045082,370.409
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2022Q1,0.0081442,638.112
Industry groups,Mining,SG01RSC04B01BB1,2022Q1,0.0069304,556.677
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2022Q1,0.0287952,1862.674
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2022Q1,0.0020019,158.312
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2022Q1,0.0075696,554.050
Industry groups,Printing,SG01RSC04B01CC4,2022Q1,0.0017739,130.892
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2022Q1,0.0129684,886.129
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2022Q1,0.0037949,308.020
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2022Q1,0.0102494,714.295
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2022Q1,0.0171826,1307.846
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2022Q1,0.0025950,203.355
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2022Q1,0.0263029,1800.732
Industry groups,Construction,SG01RSC04B01EE1,2022Q1,0.0662214,4237.574
Industry groups,Wholesale trade,SG01RSC04B01FF1,2022Q1,0.0533561,3665.534
Industry groups,Retail trade,SG01RSC04B01GH1,2022Q1,0.0475284,3603.859
Industry groups,Accommodation services,SG01RSC04B01GH2,2022Q1,0.0186310,1261.074
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2022Q1,0.0374620,2411.400
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2022Q1,0.0216457,2830.131
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2022Q1,0.0554266,3729.838
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2022Q1,0.0723022,4272.569
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2022Q1,0.0746696,5114.628
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2022Q1,0.0891732,6581.148
Industry groups,Administrative and support services,SG01RSC04B01MN2,2022Q1,0.0186890,1378.113
Industry groups,Local Government administration,SG01RSC04B01OO1,2022Q1,0.0046700,369.059
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2022Q1,0.0377340,2835.951
Industry groups,Education and training,SG01RSC04B01PP1,2022Q1,0.0431686,2393.906
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2022Q1,0.0665548,4332.142
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2022Q1,0.0114998,799.159
Industry groups,Other services,SG01RSC04B01RS2,2022Q1,0.0189902,1247.283
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2022Q1,0.0843637,4999.669
Industry groups,Agriculture,SG01RSC04B01AA1,2022Q2,0.0335919,2221.310
Industry groups,Forestry and logging,SG01RSC04B01AA2,2022Q2,0.0037870,399.340
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2022Q2,0.0083839,636.582
Industry groups,Mining,SG01RSC04B01BB1,2022Q2,0.0083167,535.770
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2022Q2,0.0357501,1941.098
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2022Q2,0.0020296,155.442
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2022Q2,0.0079610,550.462
Industry groups,Printing,SG01RSC04B01CC4,2022Q2,0.0016644,139.720
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2022Q2,0.0076435,511.841
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2022Q2,0.0037231,305.405
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2022Q2,0.0112820,683.850
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2022Q2,0.0165151,1280.113
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2022Q2,0.0025622,191.716
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2022Q2,0.0252046,1773.564
Industry groups,Construction,SG01RSC04B01EE1,2022Q2,0.0736693,4396.132
Industry groups,Wholesale trade,SG01RSC04B01FF1,2022Q2,0.0499072,3695.842
Industry groups,Retail trade,SG01RSC04B01GH1,2022Q2,0.0441941,3534.318
Industry groups,Accommodation services,SG01RSC04B01GH2,2022Q2,0.0217834,1547.827
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2022Q2,0.0431260,2707.017
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2022Q2,0.0194627,2719.405
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2022Q2,0.0604563,3843.691
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2022Q2,0.0672228,4234.643
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2022Q2,0.0748255,5154.748
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2022Q2,0.0905904,6654.651
Industry groups,Administrative and support services,SG01RSC04B01MN2,2022Q2,0.0196475,1455.434
Industry groups,Local Government administration,SG01RSC04B01OO1,2022Q2,0.0047802,379.057
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2022Q2,0.0373187,2875.521
Industry groups,Education and training,SG01RSC04B01PP1,2022Q2,0.0401573,2371.307
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2022Q2,0.0682157,4278.560
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2022Q2,0.0125737,941.832
Industry groups,Other services,SG01RSC04B01RS2,2022Q2,0.0197654,1254.482
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2022Q2,0.0838884,5239.045
Industry groups,Agriculture,SG01RSC04B01AA1,2022Q3,0.0335919,2268.364
Industry groups,Forestry and logging,SG01RSC04B01AA2,2022Q3,0.0037870,391.140
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2022Q3,0.0083839,626.906
Industry groups,Mining,SG01RSC04B01BB1,2022Q3,0.0083167,532.049
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2022Q3,0.0357501,1995.337
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2022Q3,0.0020296,163.128
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2022Q3,0.0079610,549.212
Industry groups,Printing,SG01RSC04B01CC4,2022Q3,0.0016644,141.638
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2022Q3,0.0076435,486.541
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2022Q3,0.0037231,302.056
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2022Q3,0.0112820,702.761
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2022Q3,0.0165151,1307.729
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2022Q3,0.0025622,192.694
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2022Q3,0.0252046,1842.170
Industry groups,Construction,SG01RSC04B01EE1,2022Q3,0.0736693,4601.861
Industry groups,Wholesale trade,SG01RSC04B01FF1,2022Q3,0.0499072,3711.524
Industry groups,Retail trade,SG01RSC04B01GH1,2022Q3,0.0441941,3509.740
Industry groups,Accommodation services,SG01RSC04B01GH2,2022Q3,0.0217834,1496.865
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2022Q3,0.0431260,2929.210
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2022Q3,0.0194627,2725.473
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2022Q3,0.0604563,3923.847
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2022Q3,0.0672228,4237.009
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2022Q3,0.0748255,5201.922
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2022Q3,0.0905904,6859.186
Industry groups,Administrative and support services,SG01RSC04B01MN2,2022Q3,0.0196475,1518.027
Industry groups,Local Government administration,SG01RSC04B01OO1,2022Q3,0.0047802,386.936
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2022Q3,0.0373187,2871.668
Industry groups,Education and training,SG01RSC04B01PP1,2022Q3,0.0401573,2367.970
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2022Q3,0.0682157,4513.475
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2022Q3,0.0125737,966.697
Industry groups,Other services,SG01RSC04B01RS2,2022Q3,0.0197654,1296.564
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2022Q3,0.0838884,5396.229
Industry groups,Agriculture,SG01RSC04B01AA1,2022Q4,0.0335919,2316.598
Industry groups,Forestry and logging,SG01RSC04B01AA2,2022Q4,0.0037870,385.775
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2022Q4,0.0083839,590.818
Industry groups,Mining,SG01RSC04B01BB1,2022Q4,0.0083167,545.960
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2022Q4,0.0357501,1943.868
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2022Q4,0.0020296,157.049
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2022Q4,0.0079610,530.069
Industry groups,Printing,SG01RSC04B01CC4,2022Q4,0.0016644,138.997
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2022Q4,0.0076435,507.240
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2022Q4,0.0037231,284.807
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2022Q4,0.0112820,673.159
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2022Q4,0.0165151,1285.106
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2022Q4,0.0025622,204.825
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2022Q4,0.0252046,1832.222
Industry groups,Construction,SG01RSC04B01EE1,2022Q4,0.0736693,4720.038
Industry groups,Wholesale trade,SG01RSC04B01FF1,2022Q4,0.0499072,3693.376
Industry groups,Retail trade,SG01RSC04B01GH1,2022Q4,0.0441941,3473.060
Industry groups,Accommodation services,SG01RSC04B01GH2,2022Q4,0.0217834,1397.978
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2022Q4,0.0431260,2924.719
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2022Q4,0.0194627,2723.906
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2022Q4,0.0604563,3893.124
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2022Q4,0.0672228,4165.877
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2022Q4,0.0748255,5251.038
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2022Q4,0.0905904,6995.749
Industry groups,Administrative and support services,SG01RSC04B01MN2,2022Q4,0.0196475,1515.009
Industry groups,Local Government administration,SG01RSC04B01OO1,2022Q4,0.0047802,390.874
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2022Q4,0.0373187,2844.599
Industry groups,Education and training,SG01RSC04B01PP1,2022Q4,0.0401573,2372.698
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2022Q4,0.0682157,4528.004
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2022Q4,0.0125737,963.387
Industry groups,Other services,SG01RSC04B01RS2,2022Q4,0.0197654,1237.165
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2022Q4,0.0838884,5319.607
Industry groups,Agriculture,SG01RSC04B01AA1,2023Q1,0.0335919,2360.144
Industry groups,Forestry and logging,SG01RSC04B01AA2,2023Q1,0.0037870,367.366
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2023Q1,0.0083839,586.590
Industry groups,Mining,SG01RSC04B01BB1,2023Q1,0.0083167,565.455
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2023Q1,0.0357501,1948.106
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2023Q1,0.0020296,154.658
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2023Q1,0.0079610,504.625
Industry groups,Printing,SG01RSC04B01CC4,2023Q1,0.0016644,139.043
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2023Q1,0.0076435,493.992
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2023Q1,0.0037231,265.581
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2023Q1,0.0112820,650.796
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2023Q1,0.0165151,1302.826
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2023Q1,0.0025622,208.468
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2023Q1,0.0252046,1813.240
Industry groups,Construction,SG01RSC04B01EE1,2023Q1,0.0736693,4784.679
Industry groups,Wholesale trade,SG01RSC04B01FF1,2023Q1,0.0499072,3659.815
Industry groups,Retail trade,SG01RSC04B01GH1,2023Q1,0.0441941,3444.273
Industry groups,Accommodation services,SG01RSC04B01GH2,2023Q1,0.0217834,1374.220
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2023Q1,0.0431260,2888.557
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2023Q1,0.0194627,2799.814
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2023Q1,0.0604563,3951.508
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2023Q1,0.0672228,4240.159
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2023Q1,0.0748255,5263.707
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2023Q1,0.0905904,6818.917
Industry groups,Administrative and support services,SG01RSC04B01MN2,2023Q1,0.0196475,1533.656
Industry groups,Local Government administration,SG01RSC04B01OO1,2023Q1,0.0047802,397.191
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2023Q1,0.0373187,2889.868
Industry groups,Education and training,SG01RSC04B01PP1,2023Q1,0.0401573,2334.829
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2023Q1,0.0682157,4489.329
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2023Q1,0.0125737,896.097
Industry groups,Other services,SG01RSC04B01RS2,2023Q1,0.0197654,1292.770
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2023Q1,0.0838884,5311.357
Industry groups,Agriculture,SG01RSC04B01AA1,2023Q2,0.0292382,2361.030
Industry groups,Forestry and logging,SG01RSC04B01AA2,2023Q2,0.0023577,366.954
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2023Q2,0.0084902,589.341
Industry groups,Mining,SG01RSC04B01BB1,2023Q2,0.0074217,594.355
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2023Q2,0.0329428,1974.912
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2023Q2,0.0017774,158.915
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2023Q2,0.0057107,473.598
Industry groups,Printing,SG01RSC04B01CC4,2023Q2,0.0014829,134.963
